Date,State,District,Maximum Temp(Celsius),Maximum Temp Departure from Normal(Celsius),Minimum Temp(Celsius),Minimum Temp Departure from Normal(Celsius),24 Hours Rainfall (mm),Relative Humidity at 0830 hrs (%),Relative Humidity at 1730 hrs (%),Todays Sunset (IST),Tommorows Sunrise (IST),Moonset (IST),Moonrise (IST)
2018-06-26,Andaman and Nicobar,Nicobar Islands,29.7,0.0,24.3,0.0,31.1,93.0,97.0,0 days 17:46:00.000000000,0 days 04:58:00.000000000,0 days 03:19:00.000000000,0 days 16:16:00.000000000
2018-06-26,Andaman and Nicobar,North and Middle Andaman,29.7,0.0,24.3,0.0,31.1,93.0,97.0,0 days 17:46:00.000000000,0 days 04:58:00.000000000,0 days 03:19:00.000000000,0 days 16:16:00.000000000
2018-06-26,Andaman and Nicobar,South Andaman,29.7,0.0,24.3,0.0,31.1,93.0,97.0,0 days 17:46:00.000000000,0 days 04:58:00.000000000,0 days 03:19:00.000000000,0 days 16:16:00.000000000
2018-06-26,Andhra Pradesh,Anantapur,36.0,1.0,24.3,-1.0,0.1,61.0,40.0,0 days 18:52:00.000000000,0 days 05:53:00.000000000,0 days 04:17:00.000000000,0 days 17:23:00.000000000
2018-06-26,Andhra Pradesh,Chittoor,38.9,2.0,24.2,-3.0,8.2,57.0,41.0,0 days 18:42:00.000000000,0 days 05:47:00.000000000,0 days 04:11:00.000000000,0 days 17:13:00.000000000
2018-06-26,Andhra Pradesh,East Godavari,39.0,5.0,29.1,2.0,,66.0,47.0,0 days 18:38:00.000000000,0 days 05:30:00.000000000,0 days 03:55:00.000000000,0 days 17:07:00.000000000
2018-06-26,Andhra Pradesh,Guntur,39.0,3.0,28.0,2.0,,57.0,40.0,0 days 18:43:00.000000000,0 days 05:36:00.000000000,0 days 04:02:00.000000000,0 days 17:13:00.000000000
2018-06-26,Andhra Pradesh,Krishna,39.55,3.0,26.299999999999997,-1.0,8.2,60.5,54.0,0 days 18:41:30.000000000,0 days 05:41:30.000000000,0 days 04:06:00.000000000,0 days 17:12:00.000000000
2018-06-26,Andhra Pradesh,Kurnool,36.5,2.0,26.2,1.0,,64.0,35.0,0 days 18:52:00.000000000,0 days 05:49:00.000000000,0 days 04:14:00.000000000,0 days 17:23:00.000000000
2018-06-26,Andhra Pradesh,Nellore,39.0,2.0,28.6,1.0,,56.0,56.0,0 days 18:42:00.000000000,0 days 05:44:00.000000000,0 days 04:08:00.000000000,0 days 17:13:00.000000000
2018-06-26,Andhra Pradesh,Prakasam,39.0,2.0,30.4,3.0,,59.0,35.0,0 days 18:44:00.000000000,0 days 05:44:00.000000000,0 days 04:06:00.000000000,0 days 17:14:00.000000000
2018-06-26,Andhra Pradesh,Srikakulam,32.8,0.0,27.9,2.0,,78.0,80.0,0 days 18:33:00.000000000,0 days 05:19:00.000000000,0 days 03:45:00.000000000,0 days 17:02:00.000000000
2018-06-26,Andhra Pradesh,Visakhapatnam,35.8,4.0,29.6,3.0,,70.0,70.0,0 days 18:35:00.000000000,0 days 05:24:00.000000000,0 days 03:50:00.000000000,0 days 17:04:00.000000000
2018-06-26,Andhra Pradesh,Vizianagaram,35.8,4.0,29.6,3.0,,70.0,70.0,0 days 18:35:00.000000000,0 days 05:24:00.000000000,0 days 03:50:00.000000000,0 days 17:04:00.000000000
2018-06-26,Andhra Pradesh,West Godavari,39.0,3.0,28.0,2.0,,57.0,40.0,0 days 18:43:00.000000000,0 days 05:36:00.000000000,0 days 04:02:00.000000000,0 days 17:13:00.000000000
2018-06-26,Andhra Pradesh,Y.S.R.,37.5,1.0,28.0,2.0,,74.0,57.0,0 days 18:47:00.000000000,0 days 05:48:00.000000000,0 days 04:13:00.000000000,0 days 17:17:00.000000000
2018-06-26,Arunachal Pradesh,Anjaw,32.7,2.0,24.5,1.0,11.1,97.0,,,,,
2018-06-26,Arunachal Pradesh,Changlang,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Arunachal Pradesh,Dibang Valley,32.7,2.0,24.5,1.0,11.1,97.0,,,,,
2018-06-26,Arunachal Pradesh,East Kameng,31.2,,25.2,,5.3,85.0,84.0,0 days 18:13:00.000000000,0 days 04:23:00.000000000,0 days 02:52:00.000000000,0 days 16:36:00.000000000
2018-06-26,Arunachal Pradesh,East Siang,32.7,2.0,24.5,1.0,11.1,97.0,,,,,
2018-06-26,Arunachal Pradesh,Kurung Kumey,31.2,,25.2,,5.3,85.0,84.0,0 days 18:13:00.000000000,0 days 04:23:00.000000000,0 days 02:52:00.000000000,0 days 16:36:00.000000000
2018-06-26,Arunachal Pradesh,Lohit,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Arunachal Pradesh,Longding,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Arunachal Pradesh,Lower Dibang Valley,32.7,2.0,24.5,1.0,11.1,97.0,,,,,
2018-06-26,Arunachal Pradesh,Lower Subansiri,30.5,-1.0,24.2,0.0,55.6,97.0,80.0,0 days 18:11:00.000000000,0 days 04:21:00.000000000,0 days 02:50:00.000000000,0 days 16:35:00.000000000
2018-06-26,Arunachal Pradesh,Namsai,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Arunachal Pradesh,Papum Pare,31.2,,25.2,,5.3,85.0,84.0,0 days 18:13:00.000000000,0 days 04:23:00.000000000,0 days 02:52:00.000000000,0 days 16:36:00.000000000
2018-06-26,Arunachal Pradesh,Tawang,,,,,,,,,,,
2018-06-26,Arunachal Pradesh,Tirap,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Arunachal Pradesh,Upper Siang,32.7,2.0,24.5,1.0,11.1,97.0,,,,,
2018-06-26,Arunachal Pradesh,Upper Subansiri,,,,,,,,,,,
2018-06-26,Arunachal Pradesh,West Kameng,32.0,,25.8,,17.2,89.0,90.0,,,,
2018-06-26,Arunachal Pradesh,West Siang,,,,,,,,,,,
2018-06-26,Assam,Baksa,,,,,,,,,,,
2018-06-26,Assam,Barpeta,,,,,,,,,,,
2018-06-26,Assam,Bongaigaon,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Assam,Cachar,30.0,-2.0,23.2,-2.0,27.4,85.0,93.0,0 days 18:11:00.000000000,0 days 04:31:00.000000000,0 days 02:59:00.000000000,0 days 16:36:00.000000000
2018-06-26,Assam,Chirang,,,,,,,,,,,
2018-06-26,Assam,Darrang,34.3,2.0,25.0,0.0,6.4,87.0,89.0,0 days 18:18:00.000000000,0 days 04:32:00.000000000,0 days 03:01:00.000000000,0 days 16:42:00.000000000
2018-06-26,Assam,Dhemaji,33.6,2.0,25.6,1.0,0.6,92.0,73.0,0 days 18:09:00.000000000,0 days 04:17:00.000000000,0 days 02:46:00.000000000,0 days 16:32:00.000000000
2018-06-26,Assam,Dhubri,30.5,-1.0,26.0,1.0,8.2,97.0,82.0,0 days 18:25:00.000000000,0 days 04:40:00.000000000,0 days 03:09:00.000000000,0 days 16:50:00.000000000
2018-06-26,Assam,Dibrugarh,33.6,2.0,25.6,1.0,0.6,92.0,73.0,0 days 18:09:00.000000000,0 days 04:17:00.000000000,0 days 02:46:00.000000000,0 days 16:32:00.000000000
2018-06-26,Assam,Dima Hasao,35.0,,25.8,,,68.0,44.0,,,,
2018-06-26,Assam,Goalpara,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Assam,Golaghat,,,27.0,,3.6,92.0,,,,,
2018-06-26,Assam,Hailakandi,30.0,-2.0,23.2,-2.0,27.4,85.0,93.0,0 days 18:11:00.000000000,0 days 04:31:00.000000000,0 days 02:59:00.000000000,0 days 16:36:00.000000000
2018-06-26,Assam,Jorhat,35.2,,25.4,,11.8,67.0,77.0,0 days 18:10:00.000000000,0 days 04:21:00.000000000,0 days 02:50:00.000000000,0 days 16:33:00.000000000
2018-06-26,Assam,Kamrup Metropolitan,34.3,2.0,25.0,0.0,6.4,87.0,89.0,0 days 18:18:00.000000000,0 days 04:32:00.000000000,0 days 03:01:00.000000000,0 days 16:42:00.000000000
2018-06-26,Assam,Kamrup,34.3,2.0,25.0,0.0,6.4,87.0,89.0,0 days 18:18:00.000000000,0 days 04:32:00.000000000,0 days 03:01:00.000000000,0 days 16:42:00.000000000
2018-06-26,Assam,Karbi Anglong,35.0,,25.8,,,68.0,44.0,,,,
2018-06-26,Assam,Karimganj,30.0,-2.0,23.2,-2.0,27.4,85.0,93.0,0 days 18:11:00.000000000,0 days 04:31:00.000000000,0 days 02:59:00.000000000,0 days 16:36:00.000000000
2018-06-26,Assam,Kokrajhar,29.2,,20.0,,,94.0,86.0,,,,
2018-06-26,Assam,Lakhimpur,30.5,-1.0,24.2,0.0,55.6,97.0,80.0,0 days 18:11:00.000000000,0 days 04:21:00.000000000,0 days 02:50:00.000000000,0 days 16:35:00.000000000
2018-06-26,Assam,Morigaon,34.3,2.0,25.0,0.0,6.4,87.0,89.0,0 days 18:18:00.000000000,0 days 04:32:00.000000000,0 days 03:01:00.000000000,0 days 16:42:00.000000000
2018-06-26,Assam,Nagaon,35.0,,25.8,,,68.0,44.0,,,,
2018-06-26,Assam,Nalbari,,,,,,,,,,,
2018-06-26,Assam,Sivasagar,33.6,2.0,25.6,1.0,0.6,92.0,73.0,0 days 18:09:00.000000000,0 days 04:17:00.000000000,0 days 02:46:00.000000000,0 days 16:32:00.000000000
2018-06-26,Assam,Sonitpur,,,26.9,2.0,,71.0,,0 days 18:15:00.000000000,0 days 04:27:00.000000000,0 days 02:56:00.000000000,0 days 16:39:00.000000000
2018-06-26,Assam,Tinsukia,33.5,,24.0,,,89.0,73.0,,,,
2018-06-26,Assam,Udalguri,32.0,,25.8,,17.2,89.0,90.0,,,,
2018-06-26,Bihar,Araria,33.6,0.0,25.0,-2.0,1.2,86.0,67.0,,,,
2018-06-26,Bihar,Arwal,40.6,5.0,25.0,-1.0,20.2,80.0,89.0,0 days 18:43:00.000000000,0 days 05:03:00.000000000,0 days 04:16:00.000000000,0 days 17:09:00.000000000
2018-06-26,Bihar,Aurangabad,30.5,-2.0,20.7,-2.0,9.2,90.0,86.0,0 days 19:12:00.000000000,0 days 05:52:00.000000000,0 days 04:19:00.000000000,0 days 17:41:00.000000000
2018-06-26,Bihar,Banka,,,,,,,,0 days 18:35:00.000000000,0 days 04:57:00.000000000,0 days 04:09:00.000000000,0 days 17:01:00.000000000
2018-06-26,Bihar,Begusarai,,,,,,,,,,,
2018-06-26,Bihar,Bhagalpur,38.4,4.0,26.5,-1.0,,85.0,80.0,0 days 18:36:00.000000000,0 days 04:54:00.000000000,0 days 04:07:00.000000000,0 days 17:05:00.000000000
2018-06-26,Bihar,Bhojpur,,,26.3,0.0,,83.0,,,,,
2018-06-26,Bihar,Buxar,,,26.3,0.0,,83.0,,,,,
2018-06-26,Bihar,Darbhanga,,,,,,,,,,,
2018-06-26,Bihar,Gaya,40.6,5.0,25.0,-1.0,20.2,80.0,89.0,0 days 18:43:00.000000000,0 days 05:03:00.000000000,0 days 04:16:00.000000000,0 days 17:09:00.000000000
2018-06-26,Bihar,Gopalganj,,,,,,,,,,,
2018-06-26,Bihar,Jamui,,,,,,,,0 days 18:35:00.000000000,0 days 04:57:00.000000000,0 days 04:09:00.000000000,0 days 17:01:00.000000000
2018-06-26,Bihar,Jehanabad,40.6,5.0,25.0,-1.0,20.2,80.0,89.0,0 days 18:43:00.000000000,0 days 05:03:00.000000000,0 days 04:16:00.000000000,0 days 17:09:00.000000000
2018-06-26,Bihar,Kaimur,42.4,6.0,29.4,2.0,0.3,74.0,41.0,0 days 18:53:00.000000000,0 days 05:10:00.000000000,0 days 04:23:00.000000000,0 days 18:10:00.000000000
2018-06-26,Bihar,Katihar,33.8,0.0,24.4,-1.0,11.4,100.0,70.0,,,,
2018-06-26,Bihar,Khagaria,38.4,4.0,26.5,-1.0,,85.0,80.0,0 days 18:36:00.000000000,0 days 04:54:00.000000000,0 days 04:07:00.000000000,0 days 17:05:00.000000000
2018-06-26,Bihar,Kishanganj,33.6,0.0,25.0,-2.0,1.2,86.0,67.0,,,,
2018-06-26,Bihar,Lakhisarai,,,,,,,,,,,
2018-06-26,Bihar,Madhepura,33.2,0.0,25.2,0.0,1.7,95.0,73.0,,,,
2018-06-26,Bihar,Madhubani,,,,,,,,,,,
2018-06-26,Bihar,Munger,38.4,4.0,26.5,-1.0,,85.0,80.0,0 days 18:36:00.000000000,0 days 04:54:00.000000000,0 days 04:07:00.000000000,0 days 17:05:00.000000000
2018-06-26,Bihar,Muzaffarpur,35.4,2.0,25.8,-1.0,1.6,75.0,69.0,0 days 18:44:00.000000000,0 days 04:58:00.000000000,0 days 04:11:00.000000000,
2018-06-26,Bihar,Nalanda,33.8,0.0,24.4,-1.0,11.4,100.0,70.0,,,,
2018-06-26,Bihar,Nawada,,,,,,,,,,,
2018-06-26,Bihar,Pashchim Champaran,,,,,,,,,,,
2018-06-26,Bihar,Patna,40.3,6.0,25.1,-2.0,3.3,89.0,57.0,0 days 18:44:00.000000000,0 days 05:01:00.000000000,0 days 04:13:00.000000000,0 days 17:10:00.000000000
2018-06-26,Bihar,Purba Champaran,,,,,,,,,,,
2018-06-26,Bihar,Purnia,33.8,0.0,24.4,-1.0,11.4,100.0,70.0,,,,
2018-06-26,Bihar,Rohtas,30.5,-2.0,20.7,-2.0,9.2,90.0,86.0,0 days 19:12:00.000000000,0 days 05:52:00.000000000,0 days 04:19:00.000000000,0 days 17:41:00.000000000
2018-06-26,Bihar,Saharsa,33.2,0.0,25.2,0.0,1.7,95.0,73.0,,,,
2018-06-26,Bihar,Samastipur,,,,,,,,,,,
2018-06-26,Bihar,Saran,,,26.3,0.0,,83.0,,,,,
2018-06-26,Bihar,Sheikhpura,,,,,,,,,,,
2018-06-26,Bihar,Sheohar,35.4,2.0,25.8,-1.0,1.6,75.0,69.0,0 days 18:44:00.000000000,0 days 04:58:00.000000000,0 days 04:11:00.000000000,
2018-06-26,Bihar,Sitamarhi,35.4,2.0,25.8,-1.0,1.6,75.0,69.0,0 days 18:44:00.000000000,0 days 04:58:00.000000000,0 days 04:11:00.000000000,
2018-06-26,Bihar,Siwan,,,26.3,0.0,,83.0,,,,,
2018-06-26,Bihar,Supaul,33.2,0.0,25.2,0.0,1.7,95.0,73.0,,,,
2018-06-26,Bihar,Vaishali,40.3,6.0,25.1,-2.0,3.3,89.0,57.0,0 days 18:44:00.000000000,0 days 05:01:00.000000000,0 days 04:13:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chandigarh,Chandigarh,39.8,3.0,25.3,1.0,1.4,81.0,32.0,0 days 19:28:00.000000000,0 days 05:23:00.000000000,0 days 03:56:00.000000000,0 days 17:52:00.000000000
2018-06-26,Chhattisgarh,Baloda Bazar,39.05,4.0,24.5,0.5,14.5,70.0,44.0,0 days 19:10:30.000000000,0 days 05:21:30.000000000,0 days 03:52:00.000000000,0 days 17:36:00.000000000
2018-06-26,Chhattisgarh,Balod,35.6,2.0,27.2,3.0,,72.0,53.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:53:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Balrampur,36.3,5.0,23.5,0.0,6.0,86.0,37.0,0 days 18:46:00.000000000,0 days 05:13:00.000000000,0 days 03:41:00.000000000,0 days 17:13:00.000000000
2018-06-26,Chhattisgarh,Bastar,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chhattisgarh,Bemetara,36.6,3.0,28.3,3.0,,70.0,41.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:52:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Bijapur,34.6,1.0,26.2,0.0,,58.0,54.0,0 days 18:53:00.000000000,0 days 05:37:00.000000000,0 days 04:04:00.000000000,0 days 17:22:00.000000000
2018-06-26,Chhattisgarh,Bilaspur,37.166666666666664,3.6666666666666665,23.933333333333334,0.3333333333333333,7.8,74.33333333333333,48.666666666666664,0 days 19:00:40.000000000,0 days 05:24:00.000000000,0 days 03:52:40.000000000,0 days 17:27:20.000000000
2018-06-26,Chhattisgarh,Dantewada,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chhattisgarh,Dhamtari,36.6,3.0,28.3,3.0,,70.0,41.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:52:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Durg,35.6,2.0,27.2,3.0,,72.0,53.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:53:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Gariaband,35.4,3.0,26.5,3.0,,66.0,52.0,,,,
2018-06-26,Chhattisgarh,Janjgir-Champa,39.05,4.0,24.5,0.5,14.5,70.0,44.0,0 days 19:10:30.000000000,0 days 05:21:30.000000000,0 days 03:52:00.000000000,0 days 17:36:00.000000000
2018-06-26,Chhattisgarh,Jashpur,36.3,5.0,23.5,0.0,6.0,86.0,37.0,0 days 18:46:00.000000000,0 days 05:13:00.000000000,0 days 03:41:00.000000000,0 days 17:13:00.000000000
2018-06-26,Chhattisgarh,Kabeerdham,35.6,2.0,27.2,3.0,,72.0,53.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:53:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Kondagaon,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chhattisgarh,Korba,34.6,3.0,24.7,1.0,,77.0,55.0,0 days 18:52:00.000000000,0 days 05:22:00.000000000,0 days 03:50:00.000000000,0 days 17:19:00.000000000
2018-06-26,Chhattisgarh,Koriya,34.6,3.0,24.7,1.0,,77.0,55.0,0 days 18:52:00.000000000,0 days 05:22:00.000000000,0 days 03:50:00.000000000,0 days 17:19:00.000000000
2018-06-26,Chhattisgarh,Mahasamund,36.6,3.0,28.3,3.0,,70.0,41.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:52:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Mungeli,39.05,4.0,24.5,0.5,14.5,70.0,44.0,0 days 19:10:30.000000000,0 days 05:21:30.000000000,0 days 03:52:00.000000000,0 days 17:36:00.000000000
2018-06-26,Chhattisgarh,Narayanpur,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chhattisgarh,Raigarh,36.3,5.0,23.5,0.0,6.0,86.0,37.0,0 days 18:46:00.000000000,0 days 05:13:00.000000000,0 days 03:41:00.000000000,0 days 17:13:00.000000000
2018-06-26,Chhattisgarh,Raipur,36.6,3.0,28.3,3.0,,70.0,41.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:52:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Rajnandgaon,35.6,2.0,27.2,3.0,,72.0,53.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:53:00.000000000,0 days 17:18:00.000000000
2018-06-26,Chhattisgarh,Sukma,33.4,3.0,22.8,0.0,1.1,83.0,58.0,0 days 18:41:00.000000000,0 days 05:29:00.000000000,0 days 03:54:00.000000000,0 days 17:10:00.000000000
2018-06-26,Chhattisgarh,Surajpur,36.3,5.0,23.5,0.0,6.0,86.0,37.0,0 days 18:46:00.000000000,0 days 05:13:00.000000000,0 days 03:41:00.000000000,0 days 17:13:00.000000000
2018-06-26,Chhattisgarh,Surguja,36.3,5.0,23.5,0.0,6.0,86.0,37.0,0 days 18:46:00.000000000,0 days 05:13:00.000000000,0 days 03:41:00.000000000,0 days 17:13:00.000000000
2018-06-26,Chhattisgarh,Uttar Bastar Kanker,35.6,2.0,27.2,3.0,,72.0,53.0,0 days 18:50:00.000000000,0 days 05:25:00.000000000,0 days 03:53:00.000000000,0 days 17:18:00.000000000
2018-06-26,Dadra and Nagar Haveli,Dadra and Nagar Haveli,27.5,-4.0,26.9,1.0,146.1,88.0,90.0,,,,
2018-06-26,Daman and Diu,Daman,27.5,-4.0,26.9,1.0,146.1,88.0,90.0,,,,
2018-06-26,Daman and Diu,Diu,30.6,-2.0,27.5,4.0,,83.0,86.0,0 days 19:31:00.000000000,0 days 06:08:00.000000000,0 days 04:36:00.000000000,0 days 18:00:00.000000000
2018-06-26,Goa,North Goa,30.0,0.0,24.6,0.0,28.0,86.0,97.0,0 days 19:09:00.000000000,0 days 06:06:00.000000000,0 days 04:32:00.000000000,0 days 17:40:00.000000000
2018-06-26,Goa,South Goa,30.0,0.0,24.6,0.0,28.0,86.0,97.0,0 days 19:09:00.000000000,0 days 06:06:00.000000000,0 days 04:32:00.000000000,0 days 17:40:00.000000000
2018-06-26,Gujarat,Ahmadabad,37.3,1.0,25.4,-2.0,1.1,83.0,73.0,0 days 19:29:00.000000000,0 days 05:56:00.000000000,0 days 04:26:00.000000000,0 days 17:57:00.000000000
2018-06-26,Gujarat,Amreli,30.8,-5.0,27.0,1.0,,81.0,78.0,0 days 19:31:00.000000000,0 days 06:05:00.000000000,0 days 04:34:00.000000000,0 days 18:03:00.000000000
2018-06-26,Gujarat,Anand,33.8,-1.0,24.8,-2.0,74.3,90.0,100.0,0 days 19:25:00.000000000,0 days 05:55:00.000000000,0 days 04:24:00.000000000,0 days 17:53:00.000000000
2018-06-26,Gujarat,Aravalli,,,,,,,,0 days 19:29:00.000000000,0 days 05:53:00.000000000,0 days 04:23:00.000000000,0 days 17:57:00.000000000
2018-06-26,Gujarat,Banas Kantha,39.8,3.0,28.4,2.0,,69.0,38.0,0 days 19:33:00.000000000,0 days 05:55:00.000000000,0 days 04:26:00.000000000,0 days 18:01:00.000000000
2018-06-26,Gujarat,Bharuch,28.0,-5.0,27.2,1.0,17.5,86.0,94.0,0 days 19:24:00.000000000,0 days 06:00:00.000000000,0 days 04:28:00.000000000,0 days 17:53:00.000000000
2018-06-26,Gujarat,Bhavnagar,29.3,-7.0,27.0,0.0,3.5,86.0,88.0,0 days 19:28:00.000000000,0 days 06:01:00.000000000,0 days 04:29:00.000000000,0 days 17:56:00.000000000
2018-06-26,Gujarat,Botad,30.8,-5.0,27.0,1.0,,81.0,78.0,0 days 19:31:00.000000000,0 days 06:05:00.000000000,0 days 04:34:00.000000000,0 days 18:03:00.000000000
2018-06-26,Gujarat,Chhota Udaipur,33.8,-1.0,24.8,-2.0,74.3,90.0,100.0,0 days 19:25:00.000000000,0 days 05:55:00.000000000,0 days 04:24:00.000000000,0 days 17:53:00.000000000
2018-06-26,Gujarat,Dahod,,,,,,,,0 days 19:23:00.000000000,0 days 05:47:00.000000000,0 days 03:36:00.000000000,0 days 16:58:00.000000000
2018-06-26,Gujarat,Devbhumi Dwarka,32.8,-0.5,28.7,0.5,,81.0,73.0,0 days 19:43:00.000000000,0 days 06:11:30.000000000,0 days 04:41:00.000000000,0 days 18:11:30.000000000
2018-06-26,Gujarat,Gandhinagar,37.3,1.0,25.4,-2.0,1.1,83.0,73.0,0 days 19:29:00.000000000,0 days 05:56:00.000000000,0 days 04:26:00.000000000,0 days 17:57:00.000000000
